emp_id,Satisfaction_With_Work,Daily_Motivation,Role_Alignment,Recognition,Growth_Opportunities,Feedback_Quality,Career_Goals_Alignment,Coworker_Respect,Collaborative_Environment,Sense_of_Belonging,Manager_Support,Leadership_Trust,Transparent_Communication,Work_Life_Balance,Wellbeing,Workload_Fairness,12_Month_Commitment,Job_Search_Thoughts,Retention_If_Offered_Elsewhere,Overall_Satisfaction,Final_Verdict
2025_582,4,5,5,5,1,3,4,4,4,5,3,2,4,3,3,1,4,5,3,3,4
2025_583,2,1,3,3,5,5,2,2,2,5,5,1,4,4,1,4,5,4,5,1,3
2025_584,2,1,4,5,4,4,2,4,2,5,5,2,1,5,1,5,5,3,4,4,3
2025_585,1,4,1,5,3,3,5,2,2,4,1,3,4,5,3,1,1,2,4,5,3
2025_586,3,1,3,5,3,4,2,3,2,5,2,3,3,1,3,2,1,3,3,5,3
2025_587,1,5,5,5,4,5,2,3,4,5,3,1,1,3,2,3,3,4,1,1,3
2025_588,5,3,3,2,1,2,4,5,2,1,4,3,4,2,1,2,3,3,1,5,3
2025_589,4,4,3,2,2,5,2,4,2,5,4,2,4,3,3,3,2,5,4,1,3
2025_590,3,3,1,1,2,4,3,5,2,2,5,5,5,1,3,1,3,1,4,3,3
2025_591,2,3,3,3,4,1,2,1,1,5,4,5,4,1,1,4,1,1,2,5,3
2025_592,5,5,3,2,5,5,2,1,5,1,5,4,3,5,4,2,4,2,5,2,4
2025_593,4,3,1,1,3,1,5,5,4,4,2,4,5,4,1,2,2,5,4,1,3
2025_594,4,3,4,5,4,2,1,5,3,1,1,2,2,2,5,4,1,4,4,2,3
2025_595,4,1,1,3,5,4,5,5,5,5,1,4,3,5,3,1,1,2,5,2,3
2025_596,3,4,2,1,5,3,1,4,5,4,4,5,5,4,3,5,1,2,3,5,3
2025_597,5,3,2,4,1,5,2,1,3,5,4,3,5,2,1,1,5,3,4,2,3
2025_598,5,2,1,4,2,5,4,3,5,2,4,5,4,4,4,2,5,1,1,2,3
2025_599,2,4,5,5,3,3,1,3,3,1,1,3,5,3,4,4,4,2,4,5,3
2025_600,2,2,4,3,1,3,3,2,2,2,5,5,1,2,4,2,5,2,5,2,3
2025_601,4,1,4,5,3,4,2,1,2,2,4,1,3,2,1,3,2,1,4,2,3
2025_602,2,1,2,3,2,5,3,1,3,5,5,2,2,4,3,4,5,2,2,2,3
2025_603,1,5,2,5,2,3,5,4,1,4,5,2,5,1,5,2,4,3,4,2,3
2025_604,2,1,5,5,4,3,3,1,2,1,5,2,1,4,5,3,1,5,5,3,3
2025_605,3,3,1,3,4,5,3,5,2,2,3,5,2,3,5,3,5,2,3,2,3
2025_606,3,1,2,2,4,2,5,3,1,5,5,5,5,1,4,2,5,2,2,5,3
2025_607,4,2,3,2,5,1,2,4,3,3,1,1,2,5,4,3,1,4,5,3,3
2025_608,3,5,3,5,3,2,5,4,2,4,3,4,2,5,1,4,1,4,4,5,3
2025_609,3,2,2,2,3,1,2,1,3,3,5,2,5,2,3,3,4,4,3,3,3
2025_610,1,1,5,4,4,3,3,5,4,1,2,5,2,1,1,2,5,2,5,5,3
2025_611,3,4,4,1,3,4,5,5,2,2,5,5,2,4,1,2,4,4,4,3,3
2025_612,3,4,5,3,2,3,5,1,3,4,4,4,1,5,2,5,1,4,5,2,3
2025_613,4,2,3,2,4,3,4,4,3,2,1,1,1,1,5,1,3,1,4,1,2
2025_614,2,3,3,5,4,3,2,1,3,2,1,5,3,3,2,4,5,4,3,4,3
2025_615,1,5,4,1,2,4,5,1,4,2,4,1,4,5,3,1,1,1,1,4,3
2025_616,5,2,5,1,4,4,1,4,1,5,3,4,1,1,4,2,1,4,1,2,3
2025_617,3,2,5,4,2,3,1,4,2,3,2,5,4,1,3,2,4,2,4,5,3
2025_618,2,5,3,5,4,3,2,2,4,1,1,2,4,1,5,2,5,4,5,1,3
2025_619,1,3,2,4,2,5,4,4,1,5,1,1,3,1,2,4,1,2,5,4,3
2025_620,5,2,5,5,5,1,1,1,4,2,1,5,5,5,5,3,4,2,2,1,3
2025_621,3,2,4,5,1,4,2,3,1,2,1,2,5,3,5,2,4,5,4,2,3
2025_622,3,4,2,4,5,2,5,1,2,4,1,5,5,4,1,3,4,5,2,1,3
2025_623,3,2,1,4,4,1,3,1,2,2,4,1,4,3,2,5,5,1,1,5,3
2025_624,1,2,3,3,4,2,1,1,4,4,1,1,2,4,2,1,5,5,1,4,3
2025_625,5,4,5,4,5,4,2,4,2,2,1,2,3,2,4,2,4,4,3,2,3
2025_626,2,5,5,1,4,3,5,2,1,3,2,2,4,4,5,5,2,2,5,5,3
2025_627,2,3,2,3,3,2,1,5,4,2,3,2,5,3,4,4,4,1,3,3,3
2025_628,1,3,1,2,5,4,1,1,1,2,1,5,5,4,2,5,3,3,3,1,3
2025_629,1,3,4,4,1,3,4,1,3,2,3,3,5,5,2,2,3,4,2,3,3
2025_630,1,5,4,3,1,5,1,3,2,5,1,2,4,3,3,5,1,4,5,5,3
2025_631,1,4,1,3,2,3,3,5,3,4,3,4,1,5,4,3,5,5,4,4,3
2025_632,2,2,5,2,3,1,5,1,2,4,5,2,3,5,5,4,5,4,2,3,3
2025_633,3,5,5,2,4,3,4,2,3,3,1,2,2,1,4,1,2,4,3,1,3
2025_634,4,4,4,1,3,4,1,2,1,1,1,4,1,2,4,2,5,1,4,4,3
2025_635,1,3,3,2,1,1,5,3,3,1,2,1,2,3,5,4,3,2,1,3,2
2025_636,5,2,1,4,2,1,4,1,4,4,4,1,4,2,5,5,4,5,5,4,3
2025_637,4,2,3,1,4,4,5,2,5,4,4,5,4,3,1,1,1,3,4,5,3
2025_638,2,4,3,3,1,4,1,2,1,2,3,1,1,5,3,5,2,2,3,2,2
2025_639,3,2,4,1,4,3,3,4,1,1,5,2,5,1,4,2,4,5,3,4,3
2025_640,5,5,5,3,3,3,2,3,3,3,4,3,2,5,4,1,3,5,5,4,4
2025_641,1,2,5,5,5,5,4,1,5,2,2,3,5,5,5,5,5,2,1,1,3
2025_642,3,2,5,1,4,4,4,5,5,3,3,3,4,5,4,3,5,2,1,1,3
2025_643,3,4,2,5,4,3,4,3,1,1,4,2,5,3,5,1,2,2,5,1,3
2025_644,5,4,2,2,4,1,2,3,3,1,4,5,1,5,1,3,4,3,4,5,3
2025_645,1,2,2,4,4,3,2,3,5,2,5,1,3,4,2,3,4,1,2,5,3
2025_646,1,4,2,2,1,2,4,1,5,1,1,5,4,3,3,5,4,2,5,3,3
2025_647,4,1,4,4,3,3,2,2,5,1,2,3,4,5,2,4,4,2,1,1,3
2025_648,5,1,5,3,2,4,5,1,5,5,1,1,2,4,2,2,1,1,4,5,3
2025_649,2,4,2,5,2,3,4,1,2,4,4,2,1,1,2,4,1,2,2,2,2
2025_650,4,1,4,3,1,4,1,3,5,2,4,3,3,1,1,2,1,4,4,4,3
2025_651,5,4,1,1,4,3,3,3,2,5,4,2,3,4,2,1,3,2,1,3,3
2025_652,5,3,5,5,5,4,4,5,1,5,2,5,4,4,2,2,3,1,1,1,3
2025_653,4,1,3,3,1,2,3,2,4,3,2,1,4,5,5,1,4,4,4,4,3
2025_654,5,2,4,2,4,3,3,3,4,2,5,1,5,4,3,3,2,4,5,4,3
2025_655,4,3,5,1,3,5,2,3,2,3,4,5,2,3,2,3,3,1,1,1,3
2025_656,2,4,3,5,1,2,2,2,5,5,1,5,1,5,5,5,1,3,1,3,3
2025_657,2,2,1,3,3,3,2,1,4,3,3,4,1,3,1,3,5,3,5,1,3
2025_658,3,2,2,4,2,5,2,2,2,3,4,1,4,5,3,3,2,2,5,3,3
2025_659,1,4,3,1,1,4,1,5,1,5,1,2,1,5,1,1,1,5,1,4,2
2025_660,4,5,2,4,3,4,3,5,2,3,3,4,3,5,5,5,4,2,4,5,4
2025_661,4,5,1,1,3,2,1,5,4,4,3,4,1,4,1,1,2,3,5,1,3
2025_662,3,5,4,3,3,3,4,4,3,2,1,4,2,4,3,2,5,1,1,4,3
2025_663,1,5,2,2,3,2,4,5,3,4,4,4,1,4,1,2,1,4,5,5,3
2025_664,2,4,1,5,3,4,4,3,5,3,2,1,1,5,3,4,4,4,2,2,3
2025_665,4,5,2,2,1,1,5,2,2,3,5,5,3,3,1,5,5,3,4,4,3
2025_666,1,4,4,4,2,1,3,4,2,4,2,1,4,2,5,5,2,4,4,1,3
2025_667,1,3,1,4,3,1,2,5,1,1,2,4,2,1,4,3,1,2,3,5,2
2025_668,3,2,3,2,1,4,5,4,4,4,2,2,5,2,2,2,2,1,5,2,3
2025_669,5,3,1,2,1,1,3,5,1,4,3,4,3,4,4,1,1,3,5,1,3
2025_670,1,2,1,5,2,4,4,2,2,2,3,5,5,4,4,4,1,4,2,4,3
2025_671,2,3,1,1,5,3,2,3,1,2,3,1,2,2,1,2,1,4,4,2,2
2025_672,2,1,2,5,4,2,2,3,2,5,4,3,1,1,4,1,5,2,4,3,3
2025_673,2,1,1,3,5,3,4,3,1,5,5,3,4,1,2,5,3,4,4,1,3
2025_674,5,1,2,2,2,4,5,1,1,2,5,5,3,5,5,1,5,5,1,5,3
2025_675,1,3,4,1,1,5,1,2,2,3,1,5,5,4,3,5,4,5,4,2,3
2025_676,2,5,3,1,3,3,1,2,2,1,4,3,5,2,5,1,5,5,3,1,3
2025_677,5,2,1,2,4,5,1,2,5,3,2,2,4,3,4,3,2,4,5,3,3
2025_678,2,1,3,3,5,3,3,5,5,4,2,2,4,2,3,4,4,2,1,2,3
2025_679,1,4,1,3,5,1,5,3,5,3,5,5,2,1,5,4,2,1,2,1,3
2025_680,3,5,4,2,2,2,2,5,1,5,3,5,5,3,5,1,4,3,2,1,3
2025_681,4,1,1,2,4,1,2,3,2,5,2,2,2,1,4,2,2,5,5,3,3
2025_682,3,5,4,3,4,5,3,2,5,3,4,4,3,4,3,3,4,1,2,5,4
2025_683,2,5,5,2,3,4,1,1,1,2,2,3,1,3,1,2,4,4,4,4,3
2025_684,5,1,4,5,5,5,3,3,5,4,1,2,3,4,4,2,2,4,2,4,3
2025_685,2,2,4,5,4,1,2,3,2,1,3,3,4,5,4,3,3,5,2,5,3
2025_686,4,2,4,5,2,5,1,3,2,3,1,2,3,3,2,3,3,2,3,3,3
2025_687,4,4,1,4,4,1,3,3,4,1,3,5,2,2,2,4,2,2,5,3,3
2025_688,5,4,2,3,2,2,4,2,1,3,3,1,4,2,2,3,4,4,4,2,3
2025_689,4,1,5,4,5,2,4,3,2,1,1,5,5,3,3,1,4,1,1,3,3
2025_690,5,3,3,3,1,4,1,2,3,3,2,3,3,3,2,1,3,4,2,5,3
2025_691,2,1,2,5,4,5,2,5,2,4,4,1,4,3,5,5,2,4,1,1,3
2025_692,1,3,4,1,3,5,2,4,4,5,4,4,4,4,3,3,2,4,5,1,3
2025_693,2,1,1,4,5,1,1,2,5,5,1,5,2,2,2,4,1,5,2,1,3
2025_694,1,4,5,5,2,2,1,5,5,2,3,1,5,4,4,3,2,2,2,4,3
2025_695,2,4,3,1,5,3,4,3,5,1,5,4,5,3,2,3,4,1,5,1,3
2025_696,4,5,3,3,4,5,3,4,4,1,3,5,3,3,3,4,2,2,1,3,3
2025_697,2,1,4,3,5,4,1,4,5,4,1,5,5,4,5,4,3,5,4,3,4
2025_698,5,3,5,1,1,4,2,1,2,3,3,2,4,5,2,2,2,2,2,4,3
2025_699,1,5,1,2,1,4,3,1,5,4,3,4,2,3,5,3,5,2,5,4,3
2025_700,1,4,4,3,2,1,5,3,2,1,4,2,2,2,4,5,3,5,1,3,3
2025_701,1,4,5,2,3,2,1,2,2,4,4,5,1,4,4,5,3,5,2,2,3
2025_702,4,4,5,5,1,2,5,3,1,5,4,5,4,4,2,2,5,5,3,1,4
2025_703,1,5,2,3,1,5,2,2,2,4,2,5,3,5,2,3,1,1,5,3,3
2025_704,5,3,3,5,3,2,3,3,5,1,4,3,4,3,5,5,3,5,5,3,4
2025_705,1,3,1,5,1,5,1,1,3,1,5,3,1,3,4,3,4,4,3,5,3
2025_706,5,5,2,4,3,5,5,3,4,3,2,2,3,4,5,2,2,4,2,2,3
2025_707,4,3,5,5,2,5,3,2,5,1,1,1,1,1,2,4,4,2,2,3,3
2025_708,4,1,2,1,4,5,5,2,3,1,2,3,1,4,5,3,1,2,1,2,3
2025_709,5,5,1,1,2,2,3,3,3,1,3,1,5,4,5,1,1,4,2,2,3
2025_710,2,3,2,3,3,2,2,4,4,3,4,3,1,3,3,4,1,5,5,5,3
2025_711,1,2,1,4,3,3,4,4,3,2,2,2,4,3,3,3,1,1,5,1,3
2025_712,2,2,2,2,5,2,4,4,4,1,3,5,4,4,2,4,2,2,3,1,3
2025_713,2,2,3,2,5,1,5,4,1,4,2,3,5,4,2,5,5,4,2,3,3
2025_714,4,5,5,1,2,1,3,4,5,2,5,1,1,4,2,2,4,1,1,1,3
2025_715,5,3,1,3,3,2,4,5,3,5,2,1,3,4,2,5,1,5,4,3,3
2025_716,4,5,5,4,4,4,1,5,2,1,1,1,2,4,5,3,3,5,2,3,3
2025_717,1,3,5,1,3,5,2,5,2,1,5,4,4,4,4,4,2,5,1,4,3
2025_718,4,1,1,4,2,1,5,5,2,3,2,4,3,4,5,1,4,5,2,4,3
2025_719,5,1,4,5,4,1,4,4,5,3,4,3,2,4,3,2,5,4,5,2,4
2025_720,5,5,1,2,5,3,2,1,4,5,3,1,2,5,1,1,3,4,4,4,3
2025_721,2,1,2,1,3,3,2,2,3,5,4,4,3,4,5,5,1,2,4,5,3
2025_722,2,2,1,2,2,3,1,1,4,2,4,5,2,5,3,2,4,4,2,4,3
2025_723,2,1,4,2,2,4,1,4,2,1,5,3,4,2,1,1,5,4,1,5,3
2025_724,2,5,4,5,1,1,3,5,2,4,3,5,2,3,1,4,5,2,1,3,3
2025_725,4,3,3,2,1,5,2,4,3,4,2,2,5,3,2,4,5,4,3,5,3
2025_726,5,5,1,5,4,4,3,2,2,1,5,1,3,3,2,3,5,4,3,1,3
2025_727,5,3,3,5,3,4,2,5,1,3,2,1,1,4,2,5,2,2,1,4,3
2025_728,4,2,2,3,1,5,5,4,1,4,5,2,1,1,3,2,2,4,1,4,3
2025_729,2,3,1,2,3,5,2,5,4,5,2,5,1,2,3,5,1,4,4,5,3
2025_730,4,3,2,1,5,4,2,3,4,4,1,3,3,5,1,5,1,3,1,1,3
2025_731,1,2,2,3,1,3,2,1,5,2,2,2,1,4,5,5,3,1,2,4,3
2025_732,1,1,4,2,1,5,5,4,2,4,1,5,3,4,3,3,5,4,3,1,3
2025_733,2,2,5,4,4,2,1,2,2,4,3,1,4,2,3,1,5,1,1,2,3
2025_734,2,5,5,5,4,4,2,2,5,4,3,4,2,4,2,5,5,5,3,3,4
2025_735,2,1,3,2,4,5,5,5,2,5,3,4,5,2,4,5,1,5,3,4,4
2025_736,3,1,1,3,4,1,1,5,2,1,4,4,5,4,5,1,1,1,1,2,2
2025_737,2,1,4,5,3,5,3,3,1,3,1,2,4,3,4,1,3,5,2,2,3
2025_738,3,2,5,4,5,2,4,5,1,1,4,4,4,1,5,4,1,4,4,4,3
2025_739,1,5,1,1,4,3,3,3,1,4,3,2,2,2,5,4,1,1,4,5,3
2025_740,4,5,3,3,5,4,3,4,3,4,4,2,5,1,5,4,4,5,4,3,4
2025_741,4,5,5,5,2,2,2,2,2,2,2,5,1,2,5,1,2,1,1,3,3
2025_742,4,3,1,5,2,4,2,5,4,3,1,5,1,1,2,5,1,3,4,5,3
2025_743,2,5,2,4,3,1,5,2,4,1,4,3,1,1,1,2,1,4,2,1,2
2025_744,4,4,5,4,3,1,1,1,4,4,1,2,2,3,5,3,1,1,1,5,3
2025_745,4,5,3,4,4,3,4,2,3,3,2,5,5,5,4,2,3,3,3,4,4
2025_746,4,5,4,5,5,3,4,5,2,2,4,3,3,5,4,2,5,5,1,4,4
2025_747,5,2,1,2,3,1,1,5,3,5,4,2,2,5,2,2,4,3,1,5,3
2025_748,5,4,4,1,3,5,4,5,2,5,3,3,5,2,3,4,5,2,4,5,4
2025_749,2,4,3,5,5,3,1,4,3,5,4,4,1,5,2,1,1,2,2,1,3
2025_750,4,3,3,1,4,2,1,5,4,5,5,1,4,5,4,3,5,5,4,3,4
2025_751,5,1,4,4,5,3,5,2,5,2,1,4,4,3,5,1,2,3,1,1,3
2025_752,2,2,4,5,3,5,3,1,2,2,1,1,3,1,3,5,2,2,2,5,3
2025_753,5,4,3,3,4,2,3,3,2,1,1,4,5,3,3,4,4,3,2,2,3
2025_754,5,3,3,3,3,4,1,3,1,2,5,2,3,2,4,1,3,4,1,4,3
2025_755,2,3,2,5,3,2,3,1,3,3,1,2,3,4,3,2,1,2,5,3,3
2025_756,3,1,3,4,4,2,1,5,2,1,1,2,2,3,5,4,3,1,5,5,3
2025_757,2,5,5,1,3,5,2,3,2,5,3,5,1,3,2,1,4,2,5,2,3
2025_758,4,2,1,2,3,4,2,4,1,3,5,2,1,4,4,1,2,5,2,3,3
2025_759,2,3,4,3,5,1,3,2,3,4,3,5,3,5,2,4,1,2,2,1,3
2025_760,3,3,3,4,2,5,1,2,3,1,5,2,2,4,2,2,5,5,1,3,3
2025_761,5,1,2,1,1,1,1,5,3,1,4,2,2,2,2,2,1,3,4,5,2
2025_762,4,5,5,4,1,2,1,2,3,5,4,3,2,1,4,5,3,5,2,5,3
2025_763,1,3,3,1,5,1,4,1,5,1,2,1,1,5,4,4,5,5,5,2,3
2025_764,3,1,5,5,5,4,5,1,5,1,2,3,4,1,2,3,3,3,1,2,3
2025_765,5,2,2,2,1,1,1,2,1,3,1,4,1,1,1,1,4,5,1,3,2
2025_766,4,5,1,5,3,4,4,5,1,2,4,2,4,1,1,4,5,1,1,3,3
2025_767,1,3,1,1,5,5,1,4,4,1,4,1,5,2,3,4,4,5,4,1,3
2025_768,1,2,2,2,1,2,2,1,5,4,3,1,1,3,3,2,3,4,4,4,2
2025_769,4,4,2,1,3,1,3,2,2,5,5,2,2,3,2,1,3,2,3,3,3
2025_770,4,5,3,3,4,2,3,4,1,4,5,5,2,2,5,5,3,5,2,5,4
2025_771,2,1,5,2,4,3,2,5,5,1,4,2,4,1,3,4,1,2,3,5,3
2025_772,1,5,3,1,1,3,2,1,3,4,5,1,4,1,2,3,1,3,1,2,2
2025_773,2,4,2,3,2,1,2,3,1,4,4,4,1,4,2,1,1,1,5,3,2
2025_774,5,5,5,3,5,4,1,1,2,4,3,1,5,2,2,1,4,2,1,4,3
2025_775,1,1,4,4,4,1,2,3,3,1,1,2,4,1,5,4,1,5,2,5,3
2025_776,1,3,1,3,2,2,4,4,3,3,2,5,3,3,5,4,4,3,4,4,3
2025_777,4,2,1,3,3,2,1,1,2,5,5,1,5,5,5,1,5,3,1,2,3
2025_778,5,4,1,2,3,2,5,4,5,2,1,4,4,2,5,2,4,2,4,5,3
2025_779,1,1,2,4,1,4,5,2,4,2,4,4,5,2,3,4,4,1,2,3,3
2025_780,5,3,5,3,3,2,1,3,4,4,4,1,3,5,5,2,1,3,4,1,3
2025_781,1,3,2,2,2,4,4,3,2,3,2,1,5,5,2,3,4,2,2,4,3
2025_782,2,1,4,1,5,4,4,3,3,4,5,2,3,5,5,3,2,3,5,1,3
2025_783,3,5,3,5,2,5,4,1,5,3,3,5,4,5,2,4,5,1,4,5,4
2025_784,1,5,2,3,5,4,5,5,5,5,4,4,5,3,5,4,2,5,5,5,4
2025_785,5,1,5,4,4,1,5,3,5,4,2,2,3,5,1,5,3,3,3,2,3
2025_786,5,5,1,3,3,4,4,2,5,1,1,3,1,3,5,1,3,5,5,3,3
2025_787,3,2,5,3,5,1,4,4,3,3,5,3,5,3,5,3,2,5,2,2,3
2025_788,2,2,1,4,1,3,3,4,4,4,2,1,3,1,1,1,4,4,3,3,3
2025_789,3,1,4,2,1,5,1,4,5,1,4,4,2,1,4,3,4,2,4,1,3
2025_790,1,5,1,5,3,2,3,5,4,4,3,4,5,2,1,5,5,1,1,2,3
2025_791,2,2,4,5,1,5,5,2,2,5,2,4,1,5,1,4,2,3,4,3,3
2025_792,1,5,2,4,2,3,3,5,3,5,4,5,3,1,5,2,1,5,2,1,3
2025_793,5,4,2,4,3,5,5,2,5,3,5,1,4,3,3,4,4,3,4,2,4
2025_794,4,1,1,2,4,1,5,4,2,4,3,3,1,3,2,1,2,2,3,3,3
2025_795,2,3,3,3,4,2,5,2,1,3,3,5,1,4,2,4,1,5,1,5,3
2025_796,4,4,1,1,3,5,3,2,2,1,4,2,2,3,3,2,1,3,2,4,3
2025_797,3,2,5,3,5,3,3,5,1,2,1,1,2,4,1,1,1,4,3,5,3
2025_798,5,4,1,5,4,2,5,2,1,5,4,3,5,5,5,5,4,4,3,4,4
2025_799,4,1,1,2,3,1,3,3,5,3,5,2,2,2,5,5,2,5,4,4,3
2025_800,5,5,1,1,3,3,3,2,4,2,5,1,5,5,1,5,3,1,5,3,3
2025_801,3,4,3,2,1,1,1,5,5,2,3,5,3,3,5,5,2,4,1,5,3
2025_802,5,3,4,5,4,1,3,2,1,4,4,1,4,2,2,4,4,2,4,5,3
2025_803,3,5,4,4,3,4,3,2,3,3,5,4,2,1,3,1,4,3,1,5,3
2025_804,1,5,2,4,1,3,4,1,3,3,3,3,1,2,5,5,5,2,3,3,3
2025_805,4,5,5,3,5,3,3,3,1,1,1,1,2,4,4,3,5,1,4,4,3
2025_806,1,2,2,4,2,1,4,1,2,1,2,2,1,2,3,1,3,1,2,2,2
2025_807,4,4,3,2,4,2,1,4,3,4,2,5,5,2,1,4,5,1,2,1,3
2025_808,2,4,1,4,1,2,2,1,2,3,3,4,3,3,5,5,5,5,2,4,3
2025_809,4,3,4,3,4,1,1,4,2,3,4,3,5,4,2,5,4,1,4,1,3
2025_810,1,4,4,1,3,5,2,4,5,5,3,5,4,5,4,4,1,3,2,1,3
2025_811,2,4,1,5,5,2,4,2,3,5,1,1,1,5,4,5,5,1,5,1,3
2025_812,4,3,1,2,3,4,3,1,4,2,1,1,4,4,3,2,3,3,1,4,3
2025_813,1,2,3,2,4,4,5,2,1,2,3,4,4,2,2,2,3,3,1,2,3
2025_814,1,5,3,4,5,4,5,1,1,3,4,5,2,2,3,4,2,3,3,4,3
2025_815,2,2,2,1,2,5,1,1,1,1,3,5,4,2,1,4,3,4,1,5,2
2025_816,4,1,1,2,2,5,2,5,3,3,2,3,4,4,4,3,4,5,1,2,3
2025_817,5,4,1,2,5,2,3,4,5,5,1,1,1,2,4,2,4,5,2,2,3
2025_818,2,3,4,4,2,3,2,4,5,3,3,2,5,4,1,4,4,5,3,4,3
2025_819,3,5,5,2,1,5,5,3,5,4,2,2,4,5,1,5,2,1,3,3,3
2025_820,5,5,1,1,5,2,3,1,2,5,4,1,4,2,3,2,3,2,1,1,3
2025_821,4,2,2,4,5,2,2,2,5,1,4,5,3,3,5,5,1,3,4,2,3
2025_822,2,1,1,3,4,4,5,1,2,2,3,2,4,4,1,3,2,1,5,5,3
2025_823,2,2,2,4,2,5,2,3,5,3,5,1,5,5,3,3,5,5,4,1,3
2025_824,1,2,5,5,5,5,1,3,4,3,3,1,4,5,1,1,4,2,1,3,3
2025_825,3,5,1,5,1,4,1,2,3,4,3,5,4,2,3,1,1,1,4,2,3
2025_826,2,2,3,4,1,3,2,1,4,5,2,2,2,2,1,4,3,1,4,3,3
2025_827,2,4,2,4,5,2,2,2,1,3,2,2,1,1,5,4,2,4,1,1,2
2025_828,5,3,1,2,5,3,5,1,3,4,3,2,4,4,2,4,1,3,3,2,3
2025_829,1,4,3,3,3,3,5,2,4,4,2,1,2,3,3,2,2,4,4,5,3
2025_830,5,3,5,5,1,2,4,5,4,5,5,3,1,2,2,3,3,2,2,1,3
2025_831,5,1,2,5,2,1,1,1,5,4,4,2,5,3,4,5,5,4,5,5,3
2025_832,4,1,2,3,2,1,1,5,2,1,2,1,3,1,2,5,2,4,2,3,2
2025_833,3,3,1,3,2,5,3,2,1,1,5,5,2,5,5,1,2,5,2,3,3
2025_834,1,1,1,4,2,3,5,3,2,1,4,2,2,5,3,3,5,4,1,1,3
2025_835,4,5,2,3,2,3,2,5,5,4,2,2,4,4,5,5,2,5,5,2,4
2025_836,4,2,1,2,1,2,1,1,2,5,3,5,1,2,2,2,2,3,4,1,2
2025_837,3,5,4,4,2,3,5,2,2,1,4,5,4,3,1,2,1,2,1,2,3
2025_838,4,4,4,4,1,2,4,1,2,1,4,3,1,4,5,2,4,5,1,1,3
2025_839,5,5,2,1,5,3,3,5,2,1,3,5,5,4,5,2,3,4,3,3,3
2025_840,2,5,2,5,4,2,2,1,2,1,5,5,5,1,5,3,2,1,5,3,3
2025_841,2,2,5,3,1,5,2,2,2,5,4,4,4,3,5,2,3,4,1,3,3
2025_842,3,5,3,5,1,2,2,4,4,1,2,4,3,5,4,1,2,1,5,5,3
2025_843,1,4,4,2,2,3,3,2,3,1,4,3,3,1,5,2,1,5,1,4,3
2025_844,1,1,4,2,5,3,2,1,3,4,2,5,2,2,3,4,4,2,4,3,3
2025_845,3,5,4,5,1,3,2,3,1,2,4,4,3,2,2,5,1,4,3,2,3
2025_846,4,3,4,3,4,5,1,4,1,4,2,5,5,1,2,3,5,2,2,1,3
2025_847,2,2,3,1,1,2,3,4,5,1,3,3,2,5,1,4,2,1,1,3,2
2025_848,5,4,5,3,4,4,2,4,1,5,5,2,4,3,1,2,4,3,4,2,3
2025_849,3,3,3,3,4,3,4,3,3,2,4,4,5,2,4,2,2,2,1,4,3
2025_850,2,1,1,3,3,4,3,4,1,1,4,3,3,4,5,3,2,3,5,1,3
2025_851,1,1,3,1,5,5,3,2,3,1,3,5,3,3,2,5,4,4,5,4,3
2025_852,1,4,1,5,4,4,1,1,3,2,4,2,2,4,1,3,5,4,4,5,3
2025_853,2,3,2,5,5,3,5,5,3,4,2,4,4,2,4,3,2,1,4,5,3
2025_854,2,1,5,1,4,5,4,5,2,3,3,1,5,4,2,2,2,3,4,2,3
2025_855,2,1,5,5,5,1,3,1,2,4,2,2,4,5,1,3,2,2,3,1,3
2025_856,2,3,2,5,5,2,2,5,2,1,1,4,1,2,2,3,1,5,5,4,3
2025_857,3,5,4,1,3,3,2,1,3,4,5,1,1,3,3,3,4,2,3,2,3
2025_858,2,1,5,5,4,4,5,5,1,1,5,3,3,1,2,5,4,3,2,3,3
2025_859,2,5,5,5,1,2,4,4,5,4,3,2,2,2,3,1,3,2,2,2,3
2025_860,4,1,3,2,5,1,5,1,2,1,1,2,5,5,4,5,5,1,4,2,3
2025_861,2,3,4,1,3,3,2,5,1,4,3,1,2,3,3,2,2,2,1,1,2
2025_862,1,5,3,1,5,3,1,2,4,1,4,1,2,4,5,2,4,4,2,2,3
2025_863,2,3,5,1,4,1,2,5,5,3,2,4,3,2,3,1,2,4,4,2,3
2025_864,3,5,2,4,1,4,5,4,5,2,4,3,3,4,4,1,4,1,1,1,3
2025_865,1,2,3,1,3,1,3,4,4,3,1,2,3,5,2,5,3,1,5,3,3
2025_866,2,1,5,3,1,1,4,1,3,2,4,3,3,3,5,5,2,3,5,5,3
2025_867,5,2,2,3,4,3,5,5,1,3,5,5,4,1,3,2,3,3,4,3,3
2025_868,4,4,5,2,4,1,1,2,4,2,5,1,3,1,4,2,1,3,3,2,3
2025_869,2,1,4,5,3,2,5,5,5,4,2,3,2,1,3,2,3,1,3,5,3
2025_870,4,1,3,1,5,4,1,5,5,5,3,2,1,2,5,2,5,5,4,4,3
2025_871,2,1,2,1,2,3,3,1,4,1,2,5,3,5,3,2,3,1,5,5,3
2025_872,2,5,2,4,1,3,3,3,4,1,5,5,1,1,3,5,1,5,1,2,3
2025_873,3,1,4,1,2,4,4,1,2,4,3,3,5,5,2,4,3,3,2,4,3
2025_874,2,1,3,2,2,1,5,3,2,3,5,2,1,3,1,5,5,3,5,4,3
